Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_UE,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_ENB,
24880001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29000001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29000001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29010001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29010001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29020001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29020001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29030001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29030001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29040001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29040001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29050001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29050001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29060001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29060001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29070001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29070001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29080001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29080001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29090001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29090001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29100001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29100001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29110001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29110001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29120001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29120001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29130001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29130001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29140001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29140001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29290001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29290001161,1,1,1,2,HANDOVER_START_ENB,
29290001161,1,1,1,2,HANDOVER_START_UE,
29294214285,1,2,1,2,HANDOVER_OK_UE,
