Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_UE,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_ENB,
19158164171,1,1,1,2,HANDOVER_TRIGGERED_ENB,
19158164332,1,1,1,2,HANDOVER_START_ENB,
19158164332,1,1,1,2,HANDOVER_START_UE,
19162214285,1,2,1,2,HANDOVER_OK_UE,
19162214484,1,2,1,2,HANDOVER_OK_ENB,
129860214285,1,1,2,1,CONNECTION_ESTABLISHED_UE,
129860214285,1,1,2,1,CONNECTION_ESTABLISHED_ENB,
130163118953,1,1,2,2,HANDOVER_TRIGGERED_ENB,
130163119114,1,1,2,2,HANDOVER_START_ENB,
130163119114,1,1,2,2,HANDOVER_START_UE,
130167214285,1,2,2,2,HANDOVER_OK_UE,
130167214484,1,2,2,2,HANDOVER_OK_ENB,
132420214285,1,1,3,1,CONNECTION_ESTABLISHED_UE,
132420214285,1,1,3,1,CONNECTION_ESTABLISHED_ENB,
133165719244,1,1,3,2,HANDOVER_TRIGGERED_ENB,
133165719405,1,1,3,2,HANDOVER_START_ENB,
133165719405,1,1,3,2,HANDOVER_START_UE,
133169214285,1,2,3,2,HANDOVER_OK_UE,
133169214484,1,2,3,2,HANDOVER_OK_ENB,
135460214285,1,1,4,1,CONNECTION_ESTABLISHED_UE,
135460214285,1,1,4,1,CONNECTION_ESTABLISHED_ENB,
194260214285,1,2,4,2,CONNECTION_ESTABLISHED_UE,
194260214285,1,2,4,2,CONNECTION_ESTABLISHED_ENB,
195230547281,1,2,4,1,HANDOVER_TRIGGERED_ENB,
195230547442,1,2,4,1,HANDOVER_START_ENB,
195230547442,1,2,4,1,HANDOVER_START_UE,
195234214285,1,1,5,1,HANDOVER_OK_UE,
195234214484,1,1,5,1,HANDOVER_OK_ENB,
197620214285,1,2,5,2,CONNECTION_ESTABLISHED_UE,
197620214285,1,2,5,2,CONNECTION_ESTABLISHED_ENB,
198230613041,1,2,5,1,HANDOVER_TRIGGERED_ENB,
198230613202,1,2,5,1,HANDOVER_START_ENB,
198230613202,1,2,5,1,HANDOVER_START_UE,
198234214285,1,1,6,1,HANDOVER_OK_UE,
198234214484,1,1,6,1,HANDOVER_OK_ENB,
200660214285,1,2,6,2,CONNECTION_ESTABLISHED_UE,
200660214285,1,2,6,2,CONNECTION_ESTABLISHED_ENB,
