Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_UE,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_ENB,
24880001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29400001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29400001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29410001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29410001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29420001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29420001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29430001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29430001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29440001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29440001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29450001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29450001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29460001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29460001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29470001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29470001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29480001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29480001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29490001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29490001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29500001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29500001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29510001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29510001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29520001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29520001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29530001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29530001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29540001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29540001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29710001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29710001161,1,1,1,2,HANDOVER_START_ENB,
29710001161,1,1,1,2,HANDOVER_START_UE,
29714214285,1,2,1,2,HANDOVER_OK_UE,
