Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_UE,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_ENB,
24880001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29510001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29510001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29520001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29520001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29530001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29530001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29540001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29540001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29550001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29550001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29560001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29560001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29570001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29570001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29580001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29580001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29590001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29590001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29600001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29600001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29610001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29610001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29620001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29620001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29630001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29630001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29640001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29640001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29650001000,1,1,1,2,HANDOVER_CANCELLED_RIC,
29650001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29830001000,1,1,1,2,HANDOVER_TRIGGERED_ENB,
29830001161,1,1,1,2,HANDOVER_START_ENB,
29830001161,1,1,1,2,HANDOVER_START_UE,
29834214285,1,2,1,2,HANDOVER_OK_UE,
