Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_UE,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_ENB,
19168093094,1,1,1,2,HANDOVER_TRIGGERED_ENB,
19168093255,1,1,1,2,HANDOVER_START_ENB,
19168093255,1,1,1,2,HANDOVER_START_UE,
19172214285,1,2,1,2,HANDOVER_OK_UE,
19172214484,1,2,1,2,HANDOVER_OK_ENB,
129860214285,1,1,2,1,CONNECTION_ESTABLISHED_UE,
129860214285,1,1,2,1,CONNECTION_ESTABLISHED_ENB,
130222638526,1,1,2,2,HANDOVER_TRIGGERED_ENB,
130222638687,1,1,2,2,HANDOVER_START_ENB,
130222638687,1,1,2,2,HANDOVER_START_UE,
130226214285,1,2,2,2,HANDOVER_OK_UE,
130226214484,1,2,2,2,HANDOVER_OK_ENB,
132660214285,1,1,3,1,CONNECTION_ESTABLISHED_UE,
132660214285,1,1,3,1,CONNECTION_ESTABLISHED_ENB,
133208192464,1,1,3,2,HANDOVER_TRIGGERED_ENB,
133208192625,1,1,3,2,HANDOVER_START_ENB,
133208192625,1,1,3,2,HANDOVER_START_UE,
133212214285,1,2,3,2,HANDOVER_OK_UE,
133212214484,1,2,3,2,HANDOVER_OK_ENB,
135620214285,1,1,4,1,CONNECTION_ESTABLISHED_UE,
135620214285,1,1,4,1,CONNECTION_ESTABLISHED_ENB,
194260214285,1,2,4,2,CONNECTION_ESTABLISHED_UE,
194260214285,1,2,4,2,CONNECTION_ESTABLISHED_ENB,
195228571552,1,2,4,1,HANDOVER_TRIGGERED_ENB,
195228571713,1,2,4,1,HANDOVER_START_ENB,
195228571713,1,2,4,1,HANDOVER_START_UE,
195232214285,1,1,5,1,HANDOVER_OK_UE,
195232214484,1,1,5,1,HANDOVER_OK_ENB,
197620214285,1,2,5,2,CONNECTION_ESTABLISHED_UE,
197620214285,1,2,5,2,CONNECTION_ESTABLISHED_ENB,
198213304648,1,2,5,1,HANDOVER_TRIGGERED_ENB,
198213304809,1,2,5,1,HANDOVER_START_ENB,
198213304809,1,2,5,1,HANDOVER_START_UE,
198217214285,1,1,6,1,HANDOVER_OK_UE,
198217214484,1,1,6,1,HANDOVER_OK_ENB,
200660214285,1,2,6,2,CONNECTION_ESTABLISHED_UE,
200660214285,1,2,6,2,CONNECTION_ESTABLISHED_ENB,
