Time (ns),IMSI,SrcCellId,RNTI,TrgtCellId,Type,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_UE,
20214285,1,1,1,1,CONNECTION_ESTABLISHED_ENB,
19143121067,1,1,1,2,HANDOVER_TRIGGERED_ENB,
19143121228,1,1,1,2,HANDOVER_START_ENB,
19143121228,1,1,1,2,HANDOVER_START_UE,
19147214285,1,2,1,2,HANDOVER_OK_UE,
19147214484,1,2,1,2,HANDOVER_OK_ENB,
129860214285,1,1,2,1,CONNECTION_ESTABLISHED_UE,
129860214285,1,1,2,1,CONNECTION_ESTABLISHED_ENB,
130136229838,1,1,2,2,HANDOVER_TRIGGERED_ENB,
130136229999,1,1,2,2,HANDOVER_START_ENB,
130136229999,1,1,2,2,HANDOVER_START_UE,
130140214285,1,2,2,2,HANDOVER_OK_UE,
130140214484,1,2,2,2,HANDOVER_OK_ENB,
132420214285,1,1,3,1,CONNECTION_ESTABLISHED_UE,
132420214285,1,1,3,1,CONNECTION_ESTABLISHED_ENB,
133210684355,1,1,3,2,HANDOVER_TRIGGERED_ENB,
133210684516,1,1,3,2,HANDOVER_START_ENB,
133210684516,1,1,3,2,HANDOVER_START_UE,
133214214285,1,2,3,2,HANDOVER_OK_UE,
133214214484,1,2,3,2,HANDOVER_OK_ENB,
135620214285,1,1,4,1,CONNECTION_ESTABLISHED_UE,
135620214285,1,1,4,1,CONNECTION_ESTABLISHED_ENB,
194260214285,1,2,4,2,CONNECTION_ESTABLISHED_UE,
194260214285,1,2,4,2,CONNECTION_ESTABLISHED_ENB,
195214811694,1,2,4,1,HANDOVER_TRIGGERED_ENB,
195214811855,1,2,4,1,HANDOVER_START_ENB,
195214811855,1,2,4,1,HANDOVER_START_UE,
195218214285,1,1,5,1,HANDOVER_OK_UE,
195218214484,1,1,5,1,HANDOVER_OK_ENB,
197620214285,1,2,5,2,CONNECTION_ESTABLISHED_UE,
197620214285,1,2,5,2,CONNECTION_ESTABLISHED_ENB,
198238645116,1,2,5,1,HANDOVER_TRIGGERED_ENB,
198238645277,1,2,5,1,HANDOVER_START_ENB,
198238645277,1,2,5,1,HANDOVER_START_UE,
198242214285,1,1,6,1,HANDOVER_OK_UE,
198242214484,1,1,6,1,HANDOVER_OK_ENB,
200660214285,1,2,6,2,CONNECTION_ESTABLISHED_UE,
200660214285,1,2,6,2,CONNECTION_ESTABLISHED_ENB,
